1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.225,0.000,0.000,0.000,96.502,123.465,135.703,130.579,31.088,46.585,49.401,19.617,30.145,15.869,0.014,0.259,-0.965,43.705,0.000,0.879
1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.621,0.000,0.000,0.000,95.909,125.353,135.516,141.946,40.967,54.441,67.399,17.954,35.788,18.499,0.046,0.361,-0.931,45.328,0.000,0.695
1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.424,0.000,0.000,0.000,94.751,121.712,125.697,128.684,38.432,47.041,57.750,15.247,32.171,17.149,0.077,0.201,-0.974,50.537,0.000,0.620
1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.400,0.000,0.000,0.000,96.587,118.096,125.326,126.463,28.847,40.522,48.978,17.774,32.645,15.981,0.088,0.092,-0.989,47.998,0.000,0.820
1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.167,0.000,0.000,0.000,68.709,96.180,103.156,105.263,35.865,49.071,59.132,18.448,35.059,17.631,0.071,0.184,-0.978,45.474,0.000,0.608
2.000,0.000,1.000,1.000,0.000,0.000,0.000,1.109,1.162,0.000,0.000,50.322,94.576,118.266,123.998,100.741,118.407,118.126,32.890,47.824,18.727,0.035,0.110,-0.990,52.233,0.000,0.997
2.000,0.000,1.000,1.000,0.000,0.000,0.000,1.165,1.214,0.000,0.000,48.659,89.858,115.615,121.932,101.048,113.964,114.981,36.854,52.239,17.917,0.047,-0.026,-0.995,58.958,0.000,0.879
2.000,0.000,1.000,1.000,0.000,0.000,0.000,1.499,1.513,0.000,0.000,49.132,91.656,119.275,115.973,99.768,115.760,109.541,38.913,35.748,19.857,0.025,0.026,-0.998,52.057,0.000,0.697
2.000,0.000,1.000,1.000,0.000,0.000,0.000,1.147,1.183,0.000,0.000,50.004,98.194,120.404,123.848,104.113,118.197,116.173,27.214,40.183,17.463,0.050,-0.079,-0.991,56.823,0.000,0.999
2.000,0.000,1.000,1.000,0.000,0.000,0.000,1.292,1.308,0.000,0.000,50.133,118.303,124.865,127.296,110.219,122.014,120.086,22.082,10.593,17.987,0.036,0.279,-0.959,49.203,0.000,1.000
3.000,0.000,1.000,1.000,1.000,0.000,0.000,1.109,1.164,1.114,0.000,38.995,78.385,101.720,119.837,46.660,111.221,121.510,103.200,102.548,27.361,-0.023,-0.067,-0.997,91.467,0.000,0.828
3.000,0.000,1.000,1.000,1.000,0.000,0.000,1.027,1.114,1.089,0.000,34.610,64.738,92.232,102.328,36.927,104.590,104.714,98.833,88.370,30.373,-0.096,-0.181,-0.979,94.075,0.000,0.696
3.000,0.000,1.000,1.000,1.000,0.000,0.000,1.169,1.256,1.182,0.000,32.196,64.431,91.960,109.383,39.560,104.238,112.220,97.111,92.674,35.392,-0.050,-0.176,-0.983,94.495,0.000,0.668
3.000,0.000,1.000,1.000,1.000,0.000,0.000,1.081,1.172,1.134,0.000,34.522,66.189,120.502,116.365,38.374,134.046,118.656,126.685,101.377,46.064,-0.095,-0.020,-0.995,69.821,0.000,0.527
3.000,0.000,1.000,1.000,1.000,0.000,0.000,1.071,1.166,1.113,0.000,33.349,65.370,94.569,98.629,38.943,107.769,101.458,102.168,84.421,33.985,-0.052,-0.093,-0.994,94.231,0.000,0.699
4.000,0.100,1.000,1.000,1.000,0.000,0.067,1.157,1.191,1.087,0.000,42.161,74.167,94.659,114.480,38.873,100.868,121.273,96.256,106.906,48.665,0.066,0.084,-0.991,100.271,0.000,0.539
4.000,1.000,1.000,1.000,1.000,1.000,0.562,1.016,1.146,1.055,0.932,79.979,100.055,100.936,100.884,36.363,62.130,92.556,33.271,71.635,39.800,-0.159,-0.085,-0.983,104.875,0.000,0.000
4.000,1.000,1.000,1.000,1.000,1.000,0.562,1.030,1.130,1.118,1.014,40.917,68.998,101.758,95.809,31.426,71.849,103.487,43.059,102.744,96.728,-0.072,0.135,-0.988,109.391,0.000,0.000
4.000,1.000,1.000,1.000,1.000,1.000,0.821,1.071,1.146,1.102,0.988,101.497,128.600,141.423,148.761,35.815,64.872,94.427,32.908,68.317,37.593,-0.140,0.060,-0.988,137.520,0.000,0.000
4.000,1.000,1.000,1.000,1.000,1.000,0.699,1.099,1.140,1.059,0.899,64.490,87.909,105.637,105.826,36.595,71.177,108.542,38.053,95.048,78.097,-0.008,0.024,-0.998,102.196,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.899,1.023,1.074,1.018,0.912,106.920,137.707,150.512,160.572,38.862,64.568,96.653,29.131,67.185,39.486,-0.066,0.398,-0.915,265.966,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.938,1.147,1.220,1.171,1.046,115.543,148.619,161.634,170.981,41.632,67.674,100.658,29.571,69.212,41.346,-0.123,0.183,-0.974,141.777,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.810,1.218,1.269,1.182,1.001,105.020,132.879,140.943,145.869,41.035,66.491,101.297,29.665,71.960,43.897,-0.086,0.103,-0.991,105.836,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.785,1.100,1.167,1.097,0.961,100.683,131.812,140.797,147.234,43.364,69.456,101.821,31.009,70.634,41.398,-0.046,0.080,-0.996,111.533,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.890,1.115,1.183,1.135,0.990,109.108,140.270,155.406,161.765,39.470,68.887,99.822,32.946,71.073,40.936,-0.156,0.061,-0.986,122.369,0.000,0.000
