5.000,1.000,1.000,1.000,1.000,1.000,0.861,1.075,1.130,1.066,0.929
5.000,1.000,1.000,1.000,1.000,1.000,0.855,1.094,1.128,1.055,0.923
5.000,1.000,1.000,1.000,1.000,1.000,0.768,1.057,1.096,1.023,0.892
5.000,1.000,1.000,1.000,1.000,1.000,0.826,1.096,1.137,1.064,0.921
5.000,1.000,1.000,1.000,1.000,1.000,0.929,1.087,1.133,1.073,0.935
