1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.926,0.000,0.000,0.000,84.047,41.907,54.149,60.396,111.740,118.043,115.616,15.062,27.559,14.484,-0.089,0.426,-0.900,41.942,0.000,0.460
1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.931,0.000,0.000,0.000,81.392,43.803,56.349,59.784,109.546,116.733,112.018,15.792,25.580,12.992,-0.063,0.446,-0.893,41.724,0.000,0.438
1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.920,0.000,0.000,0.000,84.269,42.554,55.072,58.729,111.848,118.489,113.574,15.497,25.641,13.227,-0.078,0.403,-0.912,41.963,0.000,0.450
1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.955,0.000,0.000,0.000,81.650,36.917,50.028,55.563,109.288,115.903,112.362,16.121,27.463,13.750,-0.091,0.356,-0.930,44.893,0.000,0.397
1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.965,0.000,0.000,0.000,83.324,103.194,110.248,105.524,50.993,61.354,63.556,15.175,26.984,15.347,-0.108,0.327,-0.939,44.339,0.000,0.570
2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.948,0.994,0.000,0.000,44.832,97.271,103.740,108.159,100.618,106.176,104.344,22.759,35.859,17.586,-0.230,0.254,-0.939,47.696,0.000,0.997
2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.922,0.979,0.000,0.000,50.653,96.014,107.012,107.404,96.192,110.136,104.208,22.729,30.196,17.535,-0.189,0.289,-0.938,47.497,0.000,1.000
2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.952,0.983,0.000,0.000,47.383,96.034,106.396,109.761,95.212,105.291,103.516,26.160,36.993,15.272,-0.120,0.278,-0.953,50.260,0.000,0.985
2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.963,1.000,0.000,0.000,48.859,96.501,105.464,103.725,96.688,100.614,93.186,17.198,24.033,26.065,-0.085,0.274,-0.958,53.869,0.000,0.951
2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.977,1.020,0.000,0.000,45.710,94.262,108.189,111.438,94.370,107.819,106.211,26.957,37.310,15.262,-0.085,0.318,-0.944,50.987,0.000,0.990
3.000,0.000,1.000,1.000,1.000,0.000,0.000,0.942,0.998,0.943,0.000,37.851,63.495,101.733,97.941,30.492,112.855,85.852,108.050,65.470,62.935,-0.273,0.171,-0.946,62.347,0.000,0.380
3.000,0.000,1.000,1.000,1.000,0.000,0.000,1.040,1.102,1.037,0.000,39.596,64.975,93.277,105.418,30.549,104.898,99.480,100.554,82.313,45.070,-0.223,0.061,-0.973,84.114,0.000,0.381
3.000,0.000,1.000,1.000,1.000,0.000,0.000,0.988,1.037,0.971,0.000,40.294,66.565,94.302,105.730,31.354,102.315,100.844,95.844,84.491,33.541,-0.231,0.038,-0.971,71.272,0.000,0.642
3.000,0.000,1.000,1.000,1.000,0.000,0.000,0.978,1.051,0.980,0.000,40.376,64.204,97.986,105.431,29.065,103.867,100.258,95.987,84.279,31.791,-0.216,0.066,-0.973,66.423,0.000,0.674
3.000,0.000,1.000,1.000,1.000,0.000,0.000,1.042,1.106,1.038,0.000,38.506,62.837,93.964,105.077,29.367,105.924,100.762,101.799,84.736,44.542,-0.236,-0.008,-0.971,90.801,0.000,0.368
4.000,0.000,1.000,1.000,1.000,1.000,0.000,0.986,1.049,0.995,0.899,39.207,66.369,101.144,92.595,31.203,72.243,99.160,42.596,95.376,93.787,-0.334,0.135,-0.933,132.924,0.000,0.000
4.000,0.000,1.000,1.000,1.000,1.000,0.000,0.972,1.027,0.986,0.903,40.493,66.906,106.129,98.528,29.720,75.482,105.117,47.310,102.782,100.928,-0.288,0.166,-0.943,113.299,0.000,0.000
4.000,0.200,1.000,1.000,1.000,1.000,0.109,0.986,1.028,0.975,0.904,49.012,74.054,107.386,84.564,34.602,78.489,93.574,45.766,87.866,88.134,-0.263,0.222,-0.939,138.034,0.000,0.000
4.000,0.200,1.000,1.000,1.000,1.000,0.109,0.995,1.041,0.990,0.918,42.354,72.957,115.144,97.520,34.264,83.055,99.654,50.443,95.703,95.101,-0.286,0.160,-0.945,139.828,0.000,0.000
4.000,0.200,1.000,1.000,1.000,1.000,0.109,0.992,1.018,0.957,0.897,42.059,72.198,113.367,65.224,33.737,80.419,73.526,47.858,78.420,95.190,-0.229,0.415,-0.878,121.325,0.000,0.002
5.000,1.000,1.000,1.000,1.000,1.000,1.072,0.997,1.058,1.015,0.946,143.885,178.022,191.924,204.250,42.757,71.060,110.671,31.938,77.955,47.403,-0.266,0.186,-0.946,237.823,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.843,0.871,0.902,0.857,0.802,103.379,135.787,150.456,164.846,41.198,69.040,106.735,31.224,75.084,45.345,-0.232,0.239,-0.943,181.535,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.976,0.975,1.019,0.922,0.922,125.911,160.375,166.793,190.183,43.844,66.309,113.031,29.270,78.632,52.188,-0.285,0.319,-0.904,200.667,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.857,0.927,0.960,0.918,0.866,107.214,139.802,155.324,170.515,41.932,71.073,109.349,32.287,76.290,45.432,-0.217,0.327,-0.920,176.237,0.000,0.000
5.000,1.000,1.000,1.000,1.000,1.000,0.941,0.961,1.004,0.960,0.901,123.108,155.825,169.486,183.214,41.787,69.023,106.903,30.479,73.989,44.670,-0.192,0.343,-0.919,164.697,0.000,0.000
