label, thumb, index, middle, ring, Pinky, tip_thumb, tip_index, tip_middle, tip_ring, tip_pinky, tip_thumb_index, tip_thumb_middle, tip_thumb_ring, tip_thumb_pinky, tip_index_middle, tip_index_ring, tip_index_pinky, tip_middle_ring, tip_middle_pinky, tip_ring_pinky, dip_thumb, dip_index, dip_middle, dip_ring, dip_pinky, dip_thumb_index, dip_thumb_middle, dip_thumb_ring, dip_thumb_pinky, dip_index_middle, dip_index_ring, dip_index_pinky, dip_middle_ring, dip_middle_pinky, dip_ring_pinky, pip_thumb, pip_index, pip_middle, pip_ring, pip_pinky, pip_thumb_index, pip_thumb_middle, pip_thumb_ring, pip_thumb_pinky, pip_index_middle, pip_index_ring, pip_index_pinky, pip_middle_ring, pip_middle_pinky, pip_ring_pinky, mcp_thumb, mcp_index, mcp_middle, mcp_ring, mcp_pinky, mcp_thumb_index, mcp_thumb_middle, mcp_thumb_ring, mcp_thumb_pinky, mcp_index_middle, mcp_index_ring, mcp_index_pinky, mcp_middle_ring, mcp_middle_pinky, mcp_ring_pinky, angle_thumb_index, angle_thumb_middle, angle_thumb_ring, angle_thumb_pinky, angle_index_middle, angle_index_ring, angle_index_pinky, angle_middle_ring, angle_middle_pinky, angle_ring_pinky, angle_thumb, angle_index, angle_middle, angle_ring, angle_pinky, palm_dir_x, palm_dir_y, palm_dir_z, palm_sphere_radius, palm_grab, palm_pinch, palm_norm_x, palm_norm_y, palm_norm_z, rotation_x, rotation_y, rotation_z, translation_x, translation_y, translation_z, tip_diff_thumb_x, tip_diff_thumb_y, tip_thumb_z, tip_diff_index_x, tip_diff_index_y, tip_diff_index_z, tip_diff_middle_x, tip_diff_middle_y, tip_diff_middle_z, tip_diff_ring_x, tip_diff_ring_y, tip_diff_ring_z, tip_diff_pinky_x, tip_diff_pinky_y, tip_diff_pinky_z
22.0,0.0,1.0,1.0,0.0,0.0,0.51395837159539526,0.9505680101798748,0.98964577240304463,0.35628589892196177,0.33871928830559411,0.54055279339589291,0.53206686137794723,0.20309643337259781,0.25263789937326525,0.29235024857649905,0.68268273771001431,0.70510800443838639,0.67872576048416255,0.66821496835016891,0.099447294683994797,2.232948038386954,1.3069900491828264,1.0456294350090745,1.1656471996516662,1.6205993452505072,0.90887528729469369,0.93249525496187635,0.94753372048440376,0.98840593449061087,0.24239077047139165,0.4861753046461757,0.71060444889498453,0.24958824943311092,0.48087343919327896,0.2345290766694004,0.52684429405141631,1.0122926716165361,0.99471025222627385,0.66992319658678146,0.6573658848597711,0.62530382457001021,0.70002135893655271,0.46933159059796925,0.51407276534218183,0.28313862158624914,0.48792571646267968,0.58743634367358299,0.36928401914688536,0.42872366439576493,0.14097154137799356,0.45078438992837105,0.96118625758238985,0.99089313042977822,0.46318352548287101,0.43608335254398595,0.57703578315182025,0.6090358379063483,0.13121600274466316,0.23504319148792788,0.30104743930975586,0.62792743257485517,0.66042600793639639,0.59618783158152866,0.58616351898781216,0.11866444240413145,45.211701684903161,26.081077559137103,117.05109733968156,117.68959025348349,20.948666803567129,133.36868991308785,129.22011668103946,134.97218951886967,133.19037587197366,5.7697916825585454,56.990336014720292,79.769828835450397,73.595359170100039,61.866946794363187,61.412497596615445,-0.061070731375366449,0.7885032445192337,-0.61035752296447754,46.267121315002441,0.0,0.83218760043382645,0.11972344084642828,-0.60058797895908356,-0.78834851086139679,0.098092153668403625,0.078218676149845123,-0.0876656174659729,10.346390724182129,19.241182327270508,10.56572151184082,0.0,0.0,0.0,12.491497039794922,17.818862915039062,8.3003616333007812,13.40934944152832,16.499176025390625,8.4053010940551758,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.57892609284368535,0.95003128477805876,0.980305538762412,0.4388540515987871,0.39779122632501884,0.54065054017967695,0.53030200223388291,0.18739503599311008,0.25135392223827691,0.31776602071740817,0.67250308842531814,0.7039156254721477,0.66048572365528779,0.65835557199713457,0.099776668619748266,2.317084913575842,1.2458896365388032,0.90366351471970607,1.0144593616684572,1.5287660934420941,0.90534691616596086,0.92887520089650721,0.94385528086438419,0.98456879116613361,0.24144977114336319,0.48428790610348293,0.70784578612742444,0.24861931231207127,0.47900663851240227,0.23361859418471675,0.59071836986960991,1.0058664062623091,0.97140490739914276,0.73534287585848701,0.69968327313151668,0.62778176243808925,0.69476164519641492,0.47465414844673692,0.50492812422609779,0.30101145076849561,0.49412763507731061,0.60025196660798541,0.35451645965697787,0.42536571325473993,0.14376229114157948,0.52397136632640284,0.95917183505012016,0.9780205906197601,0.55197565339688159,0.49731864544450877,0.58222552451755072,0.60809998802837062,0.13121537618444035,0.23093362367207507,0.32476917208924322,0.62128116815854095,0.66412415840821448,0.57624228124675425,0.57629708655081713,0.12051774081868528,45.639453807619432,24.692267234111497,110.68405390577726,111.81148761886186,24.235372188310659,125.37538612176635,121.42821809286869,128.88459217579904,127.79120012553777,6.2390065753530868,56.714741723691681,81.33115031556008,75.322855737621524,54.455536700512667,55.211048257156698,0.0032485645569977351,0.74851776659488678,-0.66304489225149155,49.000459671020508,0.0,0.8973078727722168,0.11269349232316017,-0.65903426706790924,-0.74345564842224121,0.0094517283141613007,0.031793154776096344,-0.033522598445415497,2.666844367980957,-0.16654086112976074,-0.051098383963108063,0.0,0.0,0.0,1.9590377807617188,-4.11822509765625,-2.4980058670043945,1.6529121398925781,-3.6614990234375,-1.3967599868774414,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.53308048933959917,0.87977168198358446,0.91793793293054082,0.37228054856781356,0.35430458056928382,0.52492503000948576,0.49231652311588414,0.22885392275205765,0.24397839323735176,0.29744324804868089,0.66694959901290485,0.67387166625890349,0.66240747579733128,0.63385317913263584,0.093135638036633134,2.1217993765386907,1.1421869773376891,0.87260980946916678,1.0125887320712432,1.488941927112422,0.84548630591512375,0.86745884761362413,0.88144848014445332,0.91947003757878976,0.22548533156372413,0.4522672346282014,0.66104371942570372,0.2321808369486246,0.44733516354412139,0.21817196804125569,0.50033312188316326,0.92802848268821458,0.91286824954813772,0.63274636329588896,0.63505661109064249,0.59826157435564009,0.64074700140830687,0.36408988236857165,0.41422764764751402,0.28113906736680566,0.48097106183902355,0.56023575685814953,0.37788286495612389,0.40865595491796936,0.12792370652592108,0.46765972910168468,0.88711014307124991,0.91666345328996357,0.46041172574935041,0.44049914821310554,0.57206422795740175,0.5664920797996682,0.06474014955282309,0.16163225972448544,0.30380535560946548,0.61885985953968858,0.6337846347128252,0.5906062768833068,0.55950812383468251,0.11082747595977281,49.19968137475211,26.635301306506737,122.24570294406001,120.76853280961947,24.419197765198263,140.34461653696849,133.91390805603683,142.41006915707493,138.31714659883647,6.6759634985538634,57.659871284526318,82.169754965438727,74.646068514464247,67.865793513132303,64.627912455010147,-0.083719712682068348,0.74677420407533646,-0.65922919660806656,44.376290321350098,0.0,0.67457710206508636,-0.024065796635113657,-0.66285554319620132,-0.74785801768302917,0.085085615515708923,0.011181183159351349,-0.01932031661272049,5.3878898620605469,0.7272566556930542,0.71547293663024902,0.0,0.0,0.0,4.3162040710449219,-0.656768798828125,-2.14593505859375,5.8610897064208984,-0.393585205078125,-0.98875904083251953,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.5629073111879056,0.94122931305069835,0.97762624032560586,0.4089327386859567,0.38497629055706278,0.54161071259448224,0.50989645222969093,0.19451748191203669,0.23848417569202937,0.29587234392228268,0.66702581168263575,0.69860381404722438,0.65956732384761874,0.65839416139757734,0.097737707456505105,2.3586140008700158,1.255454831732234,0.87634571433381325,0.96469890768995314,1.4913522810255893,0.90406168557850486,0.92755655779089008,0.94251540664798494,0.98317109556234406,0.24110701650538791,0.4836003934580767,0.7068409293979997,0.24826636812255468,0.47832662123202818,0.23328697321492275,0.53079135414520784,0.99428066108044699,0.96421048165121359,0.75267277940751631,0.7111582303045596,0.62677789948254581,0.66681692395061876,0.43629537577626498,0.45335164608023204,0.2849082092800429,0.47565603468964707,0.58231053973994906,0.35001062189412196,0.41821524509380464,0.14725139428711412,0.4953072773343235,0.9491702026589105,0.97389716236251034,0.54380836249984355,0.49774842548801118,0.58333892040610136,0.58406627057106886,0.073019927263238887,0.17155453088305375,0.30402025111903591,0.61488330801800017,0.65517846679696645,0.57958436974965311,0.57772119772244479,0.11859024465431446,43.413910517991177,24.204092696676348,118.9501298393397,119.93525656106709,21.54218057380703,136.09468329763706,131.86752532409307,137.60752580256528,136.28105525442461,6.2036871869072741,60.424175200130122,84.254258690687621,78.206022020256498,59.703533893633129,59.742179957730706,-0.037447833456099033,0.67577601969242096,-0.73589228093624115,49.427063941955566,0.0,0.90048684924840927,-0.020968304661437287,-0.73673083633184433,-0.67549915611743927,0.050468560308218002,-0.015758465975522995,-0.0139254005625844,1.884364128112793,0.013463678769767284,-0.61715215444564819,0.0,0.0,0.0,1.5193800926208496,-2.83984375,-1.8218448162078857,0.42542266845703125,-1.3261566162109375,-0.34401607513427734,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.5949089113513244,0.94308885189539016,0.98689271263627509,0.42775242268521946,0.40057940196361169,0.56076088406276936,0.54628627918539263,0.21523288078811853,0.26918085143778236,0.2997166970614879,0.69682991347923584,0.71906141227314235,0.68862020561826476,0.67889258843776945,0.099442914982504599,2.2755154325878779,1.2134172012190676,0.9290513744950375,1.0879135123299428,1.6074965325596557,0.90406169709212236,0.92755653476365496,0.94251539513436744,0.98317109556234417,0.24110701362698353,0.48360039921488546,0.70684091788438208,0.24826637387936346,0.47832663274564574,0.23328696745811395,0.57455558002875073,0.99425509240447596,0.98324330503777313,0.72634679319247841,0.70413447331164913,0.64663127189846392,0.70217113180129354,0.4424483333300222,0.4770637880146289,0.28753013626991691,0.50629430901162675,0.60113605229278355,0.38729901426937186,0.44391997093668967,0.13969000211421503,0.53400150146247194,0.95089665760159903,0.98631328424390841,0.53635660114366124,0.49671178683903883,0.60454214147845176,0.62213606320087,0.11255466326204669,0.22120240130373897,0.30757868028859059,0.64628765209666406,0.67710474813104471,0.61036786262693998,0.60048585243811903,0.11853858517079892,44.842761332922102,25.528968395645819,115.00801615042785,114.99876722051799,22.351321922040356,134.60532469062264,130.5528078239667,135.84967758191954,134.08009168118514,5.2453192787181324,55.958402433497611,84.774268312957375,77.003973613131365,59.578548688897897,59.163119508104785,-0.037005261285230517,0.65224644541740417,-0.75696695595979691,49.674671173095703,0.0,0.7854887917637825,0.10921720042824745,-0.7501489520072937,-0.65165873616933823,0.009032675065100193,0.056017369031906128,-0.015998290851712227,7.0259289741516113,4.4269700050354004,4.9046969413757324,0.0,0.0,0.0,3.9540977478027344,-3.5156707763671875,-2.996619701385498,2.8577079772949219,-2.413116455078125,-0.14183998107910156,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.61426791087171517,0.94656431788840911,0.95741831383562914,0.42674483993269863,0.398415409958922,0.36502584513646275,0.35430878400101468,0.30616623402755122,0.3515258850952005,0.26753808781642097,0.64322778985996465,0.6777898251168134,0.61672546641394366,0.62164871440847669,0.09779511686845159,2.3461357156300338,1.3105512001407371,0.92770637472802964,0.98646300825050259,1.4964909021826782,0.90406169709212247,0.92755656930450769,0.94251542967521995,0.98317110707596178,0.24110700499177032,0.48360040497169426,0.7068409351548085,0.24826638251457664,0.47832662698883693,0.23328695018768764,0.61064128661025285,1.0177416613342987,0.96336754222767507,0.71938439095549012,0.690402505260863,0.56315841284766732,0.61435529307896053,0.4030122292447576,0.45372338704187193,0.27360380042601984,0.46751876855252278,0.5767369240336484,0.33260849980659535,0.40939900695423009,0.1380166899213538,0.56652261908224477,0.96131905221872838,0.96154030042522676,0.53113909759630329,0.4906873704288699,0.43792586696197372,0.46652179886925493,0.19498020500639074,0.28687593924795007,0.28209654763273162,0.58962452048385949,0.63678028911765783,0.53672827544046198,0.54534926889737401,0.11554631907345714,22.073342187444119,13.423357222169425,130.70271681587013,129.38742216475893,18.491002736647165,119.89428225623617,116.91601924978714,117.78825318981799,116.34063386882151,4.9509158206540747,60.680937378956529,57.454570312227723,48.215381105914283,70.491368602730333,70.006145987677115,0.0088686140370555222,0.87639938294887543,-0.48031239211559296,49.521221160888672,0.0,0.3584468886256218,0.04029414476826787,-0.47760521993041039,-0.87302514165639877,-0.070627078413963318,-0.016816584393382072,0.060271799564361572,-0.60514360666275024,0.16695281863212585,2.5152716636657715,0.0,0.0,0.0,-1.1806468963623047,-3.706207275390625,-2.8105154037475586,-4.7920246124267578,-3.952972412109375,-2.8947775363922119,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.57883477577282683,0.9495130940944374,0.97588750640163346,0.41692315579237876,0.37452141882570644,0.40812674299554025,0.43851768290752574,0.26111802064285194,0.32751781909962802,0.29308678396736421,0.63749516409472962,0.67595132220666565,0.61763313267202524,0.6260256962115337,0.10157366628419935,2.2458473274910142,1.2771017768012671,0.96733520644586979,1.0748291838878579,1.5664030357412067,0.90406168557850497,0.92755654627727258,0.94251540664798494,0.98317109556234417,0.24110701074857913,0.48360040497169432,0.70684093515480839,0.24826635948734152,0.47832662698883693,0.23328696170130517,0.56545591402583617,1.0134702256277182,0.97943769954532456,0.73825700746091671,0.71102694277515777,0.57977938032357301,0.65543953409852018,0.47466849208772827,0.51675675343218652,0.28709972724497695,0.46267300914400694,0.58294735594657165,0.31686103588591508,0.4049415314810425,0.14879283479853619,0.51296256942041685,0.96162807869798705,0.97792696323259998,0.53626703593008951,0.48633095937415421,0.48447734511342755,0.53320461792213092,0.18626966063305855,0.28182298330229566,0.30363902258573777,0.58230974723093321,0.63646724335603744,0.53079673884862633,0.54467503151015295,0.12165982828315422,30.379195221742002,10.499193943000874,117.87125535615927,120.68759506795483,21.20613057088735,118.4283733961897,116.09992348831828,119.68879943015094,120.61510114765159,8.1009335920974586,60.198581308920595,68.297725284733815,61.81782193941833,58.69807583318071,61.694252291388572,0.054237793898209929,0.80081680417060852,-0.59424767643213272,50.972188472747803,0.0,0.54872594773769379,0.015009789174655452,-0.59430897980928421,-0.79966654628515244,0.10242162644863129,-0.065247111022472382,-0.011905288323760033,5.0904064178466797,-0.58722037076950073,-1.463170051574707,0.0,0.0,0.0,5.7411537170410156,1.623382568359375,-2.0938186645507812,4.4334697723388672,0.3862457275390625,-3.2001385688781738,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.63687517463111198,0.97688334142656374,1.0250093737734907,0.49412235550837669,0.44437402607562843,0.52617932513820009,0.49641473419661186,0.1747163362980626,0.226098804305361,0.28577590477747011,0.6435683315458679,0.67358921530287064,0.63022877440680725,0.63270566104248338,0.097285623695002543,2.1788910595621789,1.2763900052710226,1.0780237601061202,1.2700721717197814,1.7860522890303121,0.91974147111278481,0.94364379873702786,0.95886210696585472,1.0002229128468705,0.24528869044334925,0.49198782206512776,0.71910019185923857,0.25257222793952644,0.48662259141798531,0.23733301961642261,0.58131874648326454,1.045539572087586,1.0519595099854424,0.84064866862351129,0.83604420019337977,0.62938867243958052,0.68632773014805315,0.46895755818498547,0.50555454637871888,0.28701330460099511,0.48300973577722095,0.61352412188030259,0.34607424241555623,0.44119821036314333,0.16012065714200183,0.57400572462696042,0.99141245490847074,1.0356394166047169,0.62355966077363933,0.57892481944801977,0.57501330533995498,0.58555057058238869,0.1290155297517796,0.21856431423978942,0.29949810397473503,0.59484544990182509,0.64840629144215778,0.55052726673435659,0.56257315879904746,0.12552371613963098,43.710749685546283,25.292375125108215,108.70597989572278,112.48621041734251,19.356660698611165,113.22236222967096,107.56834358756547,115.67496704740665,114.12031610079515,12.006265004781499,56.862989698966345,69.610071855444531,64.780521932956674,52.595988243785904,55.920116661878765,0.094263689592480659,0.75231315940618515,-0.64582974463701248,54.298537731170654,0.0,0.86902210488915443,-0.07620640704408288,-0.64097855985164642,-0.75796033442020416,-0.33158230781555176,0.089494585990905762,-0.038152683526277542,11.133655548095703,-2.0127608776092529,-11.797839164733887,0.0,0.0,0.0,8.4626274108886719,-1.8346405029296875,-7.0562057495117188,7.5376605987548828,-4.11163330078125,-7.56854248046875,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.57755760989029847,0.91904321147147994,0.94339974523340608,0.58814680784318885,0.47815754491500428,0.51836218484656549,0.50533347621798808,0.11168319497039583,0.1598713373990277,0.27120057374653561,0.61497334568122664,0.62567929630839969,0.59107316526198572,0.58377267617043083,0.099561450339826649,2.1015548918566331,1.2433203554878125,0.98060372776943316,1.0916145451533859,1.5503327826195181,0.86691221559269138,0.88944162491813572,0.90378580778813145,0.94277090533527586,0.23119949102625886,0.46372841917459817,0.67779559545915435,0.23806468122836558,0.45867134474466076,0.22370076977467959,0.62988183032305656,0.99928451424252629,0.97796183472742637,0.71478732852542914,0.70909450883836089,0.61479552041635854,0.69725102112982829,0.47595058406338869,0.52749183066505889,0.27563446004192937,0.50318903548101068,0.62109917640003298,0.3850916941182026,0.47010337213725911,0.15038005827751091,0.54190946776886351,0.94007861143262539,0.95956622950988224,0.63043701935629659,0.54267327587919678,0.56543022784716357,0.59838741274323792,0.17682262482522193,0.24925713490197154,0.28680498984671687,0.59124245195756231,0.6344200546599551,0.54050482893902108,0.55090532503567013,0.12601492145261378,48.954743534039466,29.833919235628493,85.636782040025651,91.274723270598585,19.775511377291622,91.682745965010454,85.076640787513838,92.873446866603246,91.023821394080059,14.71464663983412,54.003387995854752,70.523941774882118,64.819223492341251,32.100002686188539,39.465909632901592,0.041367854573763907,0.78082750737667084,-0.62136131525039673,51.948019504547119,0.0,0.99665109068155289,-0.072599568869918585,-0.61826934665441513,-0.78115887939929962,-0.12999804317951202,0.13630475103855133,0.010341675952076912,6.6753182411193848,-1.4094341993331909,-6.4189357757568359,0.0,0.0,0.0,2.513397216796875,-1.7979736328125,-3.6715259552001953,4.636713981628418,-0.7076263427734375,-0.53582000732421875,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,1.0,1.0,0.0,0.0,0.56305907900948404,0.88516516205728557,0.92979839656196805,0.6606599856502825,0.56315209502301,0.54023026754296033,0.51841287601701669,0.098459800443141704,0.054403382031431066,0.27876396778811063,0.51872507040962812,0.55294710568416894,0.50365210644246461,0.50782336373994919,0.1067302705541622,2.0452859842811684,1.1589946417489598,0.94754437326002994,1.1107429571941334,1.5890227759173146,0.83511361877292201,0.8568166381979424,0.87063463723179313,0.90818976650512528,0.22271904390293434,0.4467187359735354,0.65293386111080765,0.22933239674813441,0.44184714016569326,0.21549535419083796,0.54221644664787438,0.94803819343550677,0.94971371107277669,0.82228204729958876,0.80101343877529352,0.58011003253037985,0.64601939681551301,0.48808328540835133,0.50496177440018686,0.27661127082147413,0.44108479311731719,0.55924867484946572,0.30274231792433914,0.39106017256653697,0.14640834362127181,0.51620095810031463,0.89956764509945886,0.93940143358947303,0.72549729929038209,0.63737690528356394,0.56668438333777515,0.58568682546056183,0.23320379457317525,0.23325941359181332,0.2918259993581524,0.49814484013198418,0.55885095492438908,0.44458322393537597,0.46373486876265518,0.13164859131451323,56.358503389132743,38.368202183745346,73.320915339059752,77.428521950240068,21.475543967603912,78.578917051766979,73.694024667755443,84.109347689709338,82.428292993449347,9.6666250058937671,58.729085318899386,73.653808513922399,74.142704063201819,15.366650628309717,22.594939401809071,0.054078566841781139,0.74354461580514908,-0.66105131059885025,47.975738048553467,0.0,0.98538222163915634,-0.17940861824899912,-0.64293292909860611,-0.73912131786346436,-0.14334586262702942,-0.033024188131093979,0.18196243047714233,8.995269775390625,-6.5299263000488281,-11.833909034729004,0.0,0.0,0.0,10.872703552246094,-4.89447021484375,-10.40437126159668,14.850214004516602,-5.43829345703125,-6.6299915313720703,0.0,0.0,0.0,0.0,0.0,0.0
